Image,Solar Panels
solarpanels_native_1__x0_838_y0_7842_dxdy_416.txt,12
solarpanels_native_2__x0_11077_y0_12298_dxdy_416.txt,9
solarpanels_native_2__x0_12262_y0_8619_dxdy_416.txt,2
solarpanels_native_2__x0_0_y0_11476_dxdy_416.txt,35
solarpanels_native_2__x0_2881_y0_5192_dxdy_416.txt,34
solarpanels_native_1__x0_6513_y0_8680_dxdy_416.txt,10
solarpanels_native_1__x0_7852_y0_10603_dxdy_416.txt,8
solarpanels_native_3__x0_10059_y0_11835_dxdy_416.txt,4
solarpanels_native_3__x0_9278_y0_0_dxdy_416.txt,4
solarpanels_native_3__x0_6200_y0_13369_dxdy_416.txt,6
solarpanels_native_2__x0_8763_y0_4503_dxdy_416.txt,3
solarpanels_native_2__x0_650_y0_8551_dxdy_416.txt,3
solarpanels_native_2__x0_0_y0_11601_dxdy_416.txt,33
solarpanels_native_3__x0_6483_y0_10903_dxdy_416.txt,15
solarpanels_native_2__x0_0_y0_14054_dxdy_416.txt,9
solarpanels_native_3__x0_8472_y0_11412_dxdy_416.txt,5
solarpanels_native_3__x0_5604_y0_6123_dxdy_416.txt,1
solarpanels_native_3__x0_5801_y0_11021_dxdy_416.txt,10
solarpanels_native_3__x0_6065_y0_11291_dxdy_416.txt,5
solarpanels_native_1__x0_998_y0_8985_dxdy_416.txt,9
solarpanels_native_1__x0_11654_y0_2790_dxdy_416.txt,1
solarpanels_native_3__x0_6006_y0_11109_dxdy_416.txt,13
solarpanels_native_3__x0_1516_y0_7807_dxdy_416.txt,3
solarpanels_native_3__x0_10263_y0_9926_dxdy_416.txt,43
solarpanels_native_1__x0_5078_y0_13184_dxdy_416.txt,4
solarpanels_native_2__x0_8654_y0_6469_dxdy_416.txt,2
solarpanels_native_2__x0_445_y0_11136_dxdy_416.txt,29
solarpanels_native_2__x0_4994_y0_6214_dxdy_416.txt,6
solarpanels_native_2__x0_2369_y0_4852_dxdy_416.txt,8
solarpanels_native_2__x0_741_y0_10523_dxdy_416.txt,75
solarpanels_native_1__x0_4690_y0_13190_dxdy_416.txt,6
solarpanels_native_1__x0_6926_y0_9625_dxdy_416.txt,13
solarpanels_native_1__x0_1918_y0_9286_dxdy_416.txt,9
solarpanels_native_2__x0_11349_y0_15509_dxdy_416.txt,3
solarpanels_native_3__x0_8482_y0_15555_dxdy_416.txt,4
solarpanels_native_1__x0_1473_y0_8474_dxdy_416.txt,4
solarpanels_native_2__x0_11346_y0_12079_dxdy_416.txt,3
solarpanels_native_1__x0_8393_y0_10108_dxdy_416.txt,8
solarpanels_native_1__x0_1554_y0_8859_dxdy_416.txt,6
solarpanels_native_1__x0_3791_y0_3095_dxdy_416.txt,1
solarpanels_native_3__x0_5025_y0_12411_dxdy_416.txt,9
solarpanels_native_2__x0_4747_y0_12358_dxdy_416.txt,6
solarpanels_native_1__x0_8851_y0_12238_dxdy_416.txt,12
solarpanels_native_1__x0_1998_y0_7709_dxdy_416.txt,5
solarpanels_native_2__x0_5594_y0_6664_dxdy_416.txt,6
solarpanels_native_3__x0_4354_y0_13057_dxdy_416.txt,3
solarpanels_native_1__x0_8733_y0_10720_dxdy_416.txt,8
solarpanels_native_3__x0_3970_y0_12563_dxdy_416.txt,5
solarpanels_native_3__x0_4690_y0_13240_dxdy_416.txt,6
solarpanels_native_3__x0_10103_y0_9725_dxdy_416.txt,30
solarpanels_native_2__x0_7969_y0_2358_dxdy_416.txt,13
solarpanels_native_1__x0_5538_y0_13317_dxdy_416.txt,6
solarpanels_native_1__x0_6526_y0_10879_dxdy_416.txt,10
solarpanels_native_1__x0_2835_y0_7926_dxdy_416.txt,5
solarpanels_native_1__x0_7905_y0_8346_dxdy_416.txt,16
solarpanels_native_2__x0_2601_y0_4705_dxdy_416.txt,12
solarpanels_native_1__x0_4777_y0_5990_dxdy_416.txt,9
solarpanels_native_2__x0_10687_y0_7382_dxdy_416.txt,4
solarpanels_native_2__x0_721_y0_10771_dxdy_416.txt,47
solarpanels_native_3__x0_11967_y0_11257_dxdy_416.txt,13
solarpanels_native_1__x0_1881_y0_6837_dxdy_416.txt,11
solarpanels_native_1__x0_2208_y0_7134_dxdy_416.txt,5
solarpanels_native_3__x0_8517_y0_10162_dxdy_416.txt,2
solarpanels_native_3__x0_10271_y0_9925_dxdy_416.txt,43
solarpanels_native_1__x0_13014_y0_14042_dxdy_416.txt,6
solarpanels_native_3__x0_11802_y0_9198_dxdy_416.txt,50
solarpanels_native_3__x0_12232_y0_11470_dxdy_416.txt,12
solarpanels_native_3__x0_10536_y0_10550_dxdy_416.txt,6
solarpanels_native_2__x0_3611_y0_66_dxdy_416.txt,3
solarpanels_native_3__x0_6585_y0_11699_dxdy_416.txt,7
solarpanels_native_2__x0_8566_y0_4069_dxdy_416.txt,17
solarpanels_native_1__x0_5476_y0_13423_dxdy_416.txt,5
solarpanels_native_1__x0_6803_y0_9547_dxdy_416.txt,8
solarpanels_native_3__x0_10402_y0_9845_dxdy_416.txt,32
solarpanels_native_2__x0_714_y0_10614_dxdy_416.txt,78
solarpanels_native_3__x0_11876_y0_9115_dxdy_416.txt,45
solarpanels_native_3__x0_6839_y0_12915_dxdy_416.txt,5
solarpanels_native_3__x0_8017_y0_9979_dxdy_416.txt,2
solarpanels_native_3__x0_8747_y0_10580_dxdy_416.txt,2
solarpanels_native_3__x0_9128_y0_12268_dxdy_416.txt,8
solarpanels_native_2__x0_332_y0_10975_dxdy_416.txt,33
solarpanels_native_3__x0_10474_y0_5234_dxdy_416.txt,2
solarpanels_native_1__x0_8452_y0_8002_dxdy_416.txt,8
solarpanels_native_3__x0_9771_y0_14144_dxdy_416.txt,7
solarpanels_native_2__x0_0_y0_14216_dxdy_416.txt,8
solarpanels_native_3__x0_8661_y0_14177_dxdy_416.txt,9
solarpanels_native_3__x0_9407_y0_14792_dxdy_416.txt,21
solarpanels_native_3__x0_4856_y0_13794_dxdy_416.txt,7
solarpanels_native_3__x0_12461_y0_11136_dxdy_416.txt,6
solarpanels_native_3__x0_5073_y0_14573_dxdy_416.txt,9
solarpanels_native_2__x0_2911_y0_5144_dxdy_416.txt,31
solarpanels_native_3__x0_6406_y0_13182_dxdy_416.txt,3
solarpanels_native_2__x0_8750_y0_6485_dxdy_416.txt,2
solarpanels_native_3__x0_5835_y0_3562_dxdy_416.txt,9
solarpanels_native_3__x0_3773_y0_9505_dxdy_416.txt,2
solarpanels_native_3__x0_8879_y0_12613_dxdy_416.txt,3
solarpanels_native_2__x0_1762_y0_9313_dxdy_416.txt,1
solarpanels_native_1__x0_1841_y0_7154_dxdy_416.txt,8
solarpanels_native_1__x0_8541_y0_12456_dxdy_416.txt,4
solarpanels_native_3__x0_12115_y0_11097_dxdy_416.txt,10
solarpanels_native_3__x0_3442_y0_12872_dxdy_416.txt,3
solarpanels_native_1__x0_3718_y0_13073_dxdy_416.txt,11
solarpanels_native_3__x0_8548_y0_14265_dxdy_416.txt,10
solarpanels_native_1__x0_3442_y0_12860_dxdy_416.txt,9
solarpanels_native_3__x0_6939_y0_4773_dxdy_416.txt,1
solarpanels_native_2__x0_0_y0_14597_dxdy_416.txt,6
solarpanels_native_1__x0_744_y0_8126_dxdy_416.txt,4
solarpanels_native_1__x0_6249_y0_11187_dxdy_416.txt,3
solarpanels_native_1__x0_1568_y0_9274_dxdy_416.txt,10
solarpanels_native_3__x0_7388_y0_9584_dxdy_416.txt,7
solarpanels_native_3__x0_6077_y0_8945_dxdy_416.txt,5
solarpanels_native_3__x0_9282_y0_6624_dxdy_416.txt,2
solarpanels_native_2__x0_9705_y0_2594_dxdy_416.txt,7
solarpanels_native_1__x0_3641_y0_10347_dxdy_416.txt,3
solarpanels_native_2__x0_2932_y0_5165_dxdy_416.txt,30
solarpanels_native_3__x0_4497_y0_12678_dxdy_416.txt,5
solarpanels_native_2__x0_9602_y0_3097_dxdy_416.txt,3
solarpanels_native_2__x0_0_y0_11571_dxdy_416.txt,34
solarpanels_native_1__x0_6724_y0_12292_dxdy_416.txt,41
solarpanels_native_3__x0_10977_y0_9825_dxdy_416.txt,15
solarpanels_native_3__x0_11222_y0_9465_dxdy_416.txt,17
solarpanels_native_3__x0_6529_y0_10844_dxdy_416.txt,14
solarpanels_native_2__x0_885_y0_10446_dxdy_416.txt,58
solarpanels_native_1__x0_538_y0_7295_dxdy_416.txt,10
solarpanels_native_3__x0_3369_y0_0_dxdy_416.txt,5
solarpanels_native_2__x0_926_y0_10475_dxdy_416.txt,60
solarpanels_native_1__x0_1281_y0_9884_dxdy_416.txt,8
solarpanels_native_1__x0_8707_y0_7574_dxdy_416.txt,3
solarpanels_native_1__x0_1595_y0_6373_dxdy_416.txt,6
solarpanels_native_1__x0_2814_y0_9916_dxdy_416.txt,8
solarpanels_native_1__x0_8356_y0_9984_dxdy_416.txt,6
solarpanels_native_1__x0_2701_y0_12868_dxdy_416.txt,3
solarpanels_native_1__x0_434_y0_8554_dxdy_416.txt,5
solarpanels_native_1__x0_2099_y0_9497_dxdy_416.txt,6
solarpanels_native_2__x0_0_y0_11511_dxdy_416.txt,34
solarpanels_native_3__x0_5362_y0_13099_dxdy_416.txt,15
solarpanels_native_2__x0_989_y0_10333_dxdy_416.txt,31
solarpanels_native_1__x0_8239_y0_7742_dxdy_416.txt,9
solarpanels_native_1__x0_8664_y0_11014_dxdy_416.txt,9
solarpanels_native_2__x0_8521_y0_3883_dxdy_416.txt,19
solarpanels_native_3__x0_4507_y0_3719_dxdy_416.txt,9
solarpanels_native_3__x0_9444_y0_14909_dxdy_416.txt,19
solarpanels_native_2__x0_9923_y0_3327_dxdy_416.txt,12
solarpanels_native_2__x0_1774_y0_9961_dxdy_416.txt,4
solarpanels_native_3__x0_8329_y0_12227_dxdy_416.txt,10
solarpanels_native_1__x0_1694_y0_8346_dxdy_416.txt,3
solarpanels_native_1__x0_6729_y0_12359_dxdy_416.txt,33
solarpanels_native_1__x0_8651_y0_8078_dxdy_416.txt,5
solarpanels_native_1__x0_903_y0_6236_dxdy_416.txt,6
solarpanels_native_1__x0_5191_y0_12827_dxdy_416.txt,5
solarpanels_native_1__x0_128_y0_7056_dxdy_416.txt,14
solarpanels_native_1__x0_6846_y0_12353_dxdy_416.txt,28
solarpanels_native_3__x0_4110_y0_9749_dxdy_416.txt,1
solarpanels_native_3__x0_9334_y0_13568_dxdy_416.txt,5
solarpanels_native_3__x0_9486_y0_13744_dxdy_416.txt,9
solarpanels_native_1__x0_2399_y0_8081_dxdy_416.txt,9
solarpanels_native_3__x0_8458_y0_11464_dxdy_416.txt,5
solarpanels_native_3__x0_10327_y0_9747_dxdy_416.txt,37
solarpanels_native_2__x0_5772_y0_6617_dxdy_416.txt,5
solarpanels_native_3__x0_10525_y0_10435_dxdy_416.txt,7
solarpanels_native_3__x0_9793_y0_9640_dxdy_416.txt,5
solarpanels_native_3__x0_8067_y0_10432_dxdy_416.txt,3
solarpanels_native_3__x0_1301_y0_7523_dxdy_416.txt,4
solarpanels_native_2__x0_440_y0_10647_dxdy_416.txt,37
solarpanels_native_2__x0_2497_y0_4675_dxdy_416.txt,12
solarpanels_native_2__x0_10983_y0_12054_dxdy_416.txt,6
solarpanels_native_2__x0_791_y0_10502_dxdy_416.txt,71
solarpanels_native_3__x0_7206_y0_9846_dxdy_416.txt,3
solarpanels_native_2__x0_8043_y0_2303_dxdy_416.txt,14
solarpanels_native_3__x0_8100_y0_14329_dxdy_416.txt,6
solarpanels_native_1__x0_4621_y0_11738_dxdy_416.txt,13
solarpanels_native_1__x0_8318_y0_8619_dxdy_416.txt,14
solarpanels_native_3__x0_9651_y0_14624_dxdy_416.txt,12
solarpanels_native_2__x0_3985_y0_5948_dxdy_416.txt,4
solarpanels_native_2__x0_0_y0_845_dxdy_416.txt,6
solarpanels_native_1__x0_6557_y0_10974_dxdy_416.txt,10
solarpanels_native_1__x0_7868_y0_8363_dxdy_416.txt,16
solarpanels_native_1__x0_7997_y0_10765_dxdy_416.txt,6
solarpanels_native_3__x0_11741_y0_9124_dxdy_416.txt,52
solarpanels_native_1__x0_1348_y0_9316_dxdy_416.txt,8
solarpanels_native_2__x0_4344_y0_13478_dxdy_416.txt,4
solarpanels_native_1__x0_2309_y0_8071_dxdy_416.txt,9
solarpanels_native_2__x0_8943_y0_4161_dxdy_416.txt,3
solarpanels_native_3__x0_1224_y0_7700_dxdy_416.txt,10
solarpanels_native_2__x0_668_y0_10429_dxdy_416.txt,53
solarpanels_native_2__x0_0_y0_13730_dxdy_416.txt,2
solarpanels_native_3__x0_9257_y0_10899_dxdy_416.txt,3
solarpanels_native_1__x0_620_y0_7844_dxdy_416.txt,10
solarpanels_native_3__x0_10047_y0_9940_dxdy_416.txt,25
solarpanels_native_3__x0_4572_y0_13098_dxdy_416.txt,3
solarpanels_native_1__x0_1019_y0_7392_dxdy_416.txt,12
solarpanels_native_2__x0_15_y0_11502_dxdy_416.txt,34
solarpanels_native_2__x0_2335_y0_4472_dxdy_416.txt,12
solarpanels_native_3__x0_11710_y0_9304_dxdy_416.txt,36
solarpanels_native_1__x0_7081_y0_10990_dxdy_416.txt,4
solarpanels_native_3__x0_14247_y0_7570_dxdy_416.txt,8
solarpanels_native_3__x0_9637_y0_14691_dxdy_416.txt,16
solarpanels_native_1__x0_3868_y0_11583_dxdy_416.txt,15
solarpanels_native_3__x0_4526_y0_4645_dxdy_416.txt,5
solarpanels_native_1__x0_9360_y0_10464_dxdy_416.txt,5
solarpanels_native_3__x0_13308_y0_4525_dxdy_416.txt,5
solarpanels_native_1__x0_1853_y0_7572_dxdy_416.txt,6
solarpanels_native_1__x0_1892_y0_8473_dxdy_416.txt,2
solarpanels_native_2__x0_404_y0_10965_dxdy_416.txt,37
solarpanels_native_1__x0_6080_y0_13332_dxdy_416.txt,6
solarpanels_native_3__x0_5211_y0_1182_dxdy_416.txt,5
solarpanels_native_1__x0_8608_y0_13304_dxdy_416.txt,2
solarpanels_native_3__x0_4488_y0_15366_dxdy_416.txt,10
solarpanels_native_1__x0_8447_y0_7941_dxdy_416.txt,11
solarpanels_native_1__x0_8352_y0_8402_dxdy_416.txt,13
solarpanels_native_1__x0_8078_y0_11302_dxdy_416.txt,10
solarpanels_native_2__x0_438_y0_10734_dxdy_416.txt,39
solarpanels_native_1__x0_3530_y0_10812_dxdy_416.txt,5
solarpanels_native_1__x0_6816_y0_12402_dxdy_416.txt,30
solarpanels_native_2__x0_5006_y0_5790_dxdy_416.txt,17
solarpanels_native_1__x0_758_y0_7417_dxdy_416.txt,11
solarpanels_native_3__x0_12356_y0_6355_dxdy_416.txt,1
solarpanels_native_2__x0_9261_y0_2834_dxdy_416.txt,4
solarpanels_native_3__x0_8863_y0_14481_dxdy_416.txt,2
solarpanels_native_3__x0_11762_y0_9109_dxdy_416.txt,52
solarpanels_native_3__x0_6585_y0_13546_dxdy_416.txt,3
solarpanels_native_1__x0_9498_y0_11008_dxdy_416.txt,17
solarpanels_native_3__x0_5298_y0_1214_dxdy_416.txt,8
solarpanels_native_1__x0_3784_y0_11665_dxdy_416.txt,19
solarpanels_native_3__x0_9379_y0_14892_dxdy_416.txt,17
solarpanels_native_1__x0_3122_y0_12828_dxdy_416.txt,3
solarpanels_native_3__x0_11042_y0_12043_dxdy_416.txt,3
solarpanels_native_3__x0_8062_y0_10368_dxdy_416.txt,3
solarpanels_native_1__x0_4839_y0_11892_dxdy_416.txt,4
solarpanels_native_3__x0_8297_y0_10077_dxdy_416.txt,4
solarpanels_native_1__x0_5183_y0_7049_dxdy_416.txt,2
solarpanels_native_1__x0_7400_y0_10892_dxdy_416.txt,2
solarpanels_native_1__x0_4324_y0_13169_dxdy_416.txt,7
solarpanels_native_2__x0_902_y0_10341_dxdy_416.txt,41
solarpanels_native_3__x0_11149_y0_9723_dxdy_416.txt,18
solarpanels_native_1__x0_3685_y0_10834_dxdy_416.txt,5
solarpanels_native_1__x0_1302_y0_6506_dxdy_416.txt,10
solarpanels_native_3__x0_8516_y0_14283_dxdy_416.txt,12
solarpanels_native_3__x0_8717_y0_12523_dxdy_416.txt,7
solarpanels_native_3__x0_6405_y0_11876_dxdy_416.txt,9
solarpanels_native_1__x0_3017_y0_4656_dxdy_416.txt,1
solarpanels_native_1__x0_9021_y0_12093_dxdy_416.txt,11
solarpanels_native_3__x0_11730_y0_9123_dxdy_416.txt,52
solarpanels_native_2__x0_11092_y0_12121_dxdy_416.txt,9
solarpanels_native_3__x0_4413_y0_3877_dxdy_416.txt,8
solarpanels_native_1__x0_2635_y0_9766_dxdy_416.txt,6
solarpanels_native_2__x0_9582_y0_3556_dxdy_416.txt,10
solarpanels_native_3__x0_6526_y0_12179_dxdy_416.txt,7
solarpanels_native_1__x0_3887_y0_11598_dxdy_416.txt,15
solarpanels_native_1__x0_3954_y0_11848_dxdy_416.txt,11
solarpanels_native_1__x0_8135_y0_12171_dxdy_416.txt,19
solarpanels_native_3__x0_3539_y0_0_dxdy_416.txt,5
solarpanels_native_1__x0_6431_y0_12488_dxdy_416.txt,9
solarpanels_native_1__x0_8961_y0_10961_dxdy_416.txt,3
solarpanels_native_2__x0_15552_y0_13770_dxdy_416.txt,3
solarpanels_native_1__x0_7873_y0_11697_dxdy_416.txt,6
solarpanels_native_3__x0_8632_y0_9831_dxdy_416.txt,4
solarpanels_native_1__x0_0_y0_7513_dxdy_416.txt,5
solarpanels_native_1__x0_6883_y0_12257_dxdy_416.txt,29
solarpanels_native_1__x0_1177_y0_7500_dxdy_416.txt,12
solarpanels_native_1__x0_1279_y0_7532_dxdy_416.txt,7
solarpanels_native_1__x0_8242_y0_11834_dxdy_416.txt,1
solarpanels_native_3__x0_10938_y0_10023_dxdy_416.txt,9
solarpanels_native_1__x0_4424_y0_11103_dxdy_416.txt,3
solarpanels_native_3__x0_4827_y0_12302_dxdy_416.txt,11
solarpanels_native_1__x0_1697_y0_6590_dxdy_416.txt,14
solarpanels_native_1__x0_7837_y0_10384_dxdy_416.txt,6
solarpanels_native_1__x0_8079_y0_12258_dxdy_416.txt,19
solarpanels_native_1__x0_2144_y0_6764_dxdy_416.txt,6
solarpanels_native_2__x0_537_y0_10657_dxdy_416.txt,52
solarpanels_native_1__x0_8357_y0_13087_dxdy_416.txt,4
solarpanels_native_2__x0_4900_y0_12382_dxdy_416.txt,5
solarpanels_native_1__x0_1309_y0_8401_dxdy_416.txt,3
solarpanels_native_3__x0_8496_y0_14226_dxdy_416.txt,9
solarpanels_native_1__x0_943_y0_7496_dxdy_416.txt,16
solarpanels_native_3__x0_7584_y0_9655_dxdy_416.txt,12
solarpanels_native_3__x0_11777_y0_9195_dxdy_416.txt,50
solarpanels_native_1__x0_1559_y0_6448_dxdy_416.txt,10
solarpanels_native_3__x0_10391_y0_9777_dxdy_416.txt,35
solarpanels_native_2__x0_8277_y0_3127_dxdy_416.txt,5
solarpanels_native_3__x0_8677_y0_13849_dxdy_416.txt,5
solarpanels_native_3__x0_10001_y0_10097_dxdy_416.txt,10
solarpanels_native_3__x0_9444_y0_12950_dxdy_416.txt,7
solarpanels_native_1__x0_359_y0_8636_dxdy_416.txt,4
solarpanels_native_1__x0_7878_y0_8468_dxdy_416.txt,17
solarpanels_native_3__x0_11021_y0_12863_dxdy_416.txt,8
solarpanels_native_1__x0_2812_y0_10314_dxdy_416.txt,9
solarpanels_native_3__x0_5345_y0_1443_dxdy_416.txt,2
solarpanels_native_3__x0_4464_y0_13576_dxdy_416.txt,2
solarpanels_native_3__x0_5970_y0_3607_dxdy_416.txt,9
solarpanels_native_2__x0_9911_y0_3261_dxdy_416.txt,12
solarpanels_native_1__x0_7488_y0_512_dxdy_416.txt,1
solarpanels_native_1__x0_6929_y0_9733_dxdy_416.txt,13
solarpanels_native_2__x0_4372_y0_13485_dxdy_416.txt,3
solarpanels_native_1__x0_6297_y0_9293_dxdy_416.txt,3
solarpanels_native_1__x0_6446_y0_8761_dxdy_416.txt,12
solarpanels_native_3__x0_8081_y0_12791_dxdy_416.txt,5
solarpanels_native_2__x0_11286_y0_15487_dxdy_416.txt,3
solarpanels_native_1__x0_1380_y0_9658_dxdy_416.txt,7
solarpanels_native_1__x0_4697_y0_6044_dxdy_416.txt,7
solarpanels_native_1__x0_1537_y0_6705_dxdy_416.txt,7
solarpanels_native_3__x0_8229_y0_13624_dxdy_416.txt,1
solarpanels_native_3__x0_5901_y0_9623_dxdy_416.txt,3
solarpanels_native_1__x0_12068_y0_14021_dxdy_416.txt,2
solarpanels_native_3__x0_11075_y0_9659_dxdy_416.txt,20
solarpanels_native_2__x0_13426_y0_15050_dxdy_416.txt,1
solarpanels_native_1__x0_82_y0_6947_dxdy_416.txt,13
solarpanels_native_2__x0_691_y0_10632_dxdy_416.txt,76
solarpanels_native_1__x0_6701_y0_11046_dxdy_416.txt,9
solarpanels_native_3__x0_10395_y0_10175_dxdy_416.txt,10
solarpanels_native_3__x0_5141_y0_14543_dxdy_416.txt,9
solarpanels_native_1__x0_6667_y0_12293_dxdy_416.txt,44
solarpanels_native_2__x0_81_y0_11582_dxdy_416.txt,34
solarpanels_native_1__x0_716_y0_8601_dxdy_416.txt,13
solarpanels_native_2__x0_835_y0_10290_dxdy_416.txt,30
solarpanels_native_3__x0_9177_y0_11569_dxdy_416.txt,2
solarpanels_native_1__x0_0_y0_7947_dxdy_416.txt,7
solarpanels_native_1__x0_2282_y0_7116_dxdy_416.txt,5
solarpanels_native_3__x0_6833_y0_13120_dxdy_416.txt,5
solarpanels_native_2__x0_2114_y0_10682_dxdy_416.txt,2
solarpanels_native_3__x0_11023_y0_12660_dxdy_416.txt,8
solarpanels_native_3__x0_7748_y0_9311_dxdy_416.txt,5
solarpanels_native_3__x0_8118_y0_12114_dxdy_416.txt,10
solarpanels_native_3__x0_9720_y0_9841_dxdy_416.txt,6
solarpanels_native_1__x0_13084_y0_14026_dxdy_416.txt,8
solarpanels_native_2__x0_2230_y0_4484_dxdy_416.txt,12
solarpanels_native_2__x0_10735_y0_6130_dxdy_416.txt,2
solarpanels_native_3__x0_2284_y0_13511_dxdy_416.txt,5
solarpanels_native_1__x0_2540_y0_5891_dxdy_416.txt,1
solarpanels_native_2__x0_5597_y0_5255_dxdy_416.txt,11
solarpanels_native_1__x0_3045_y0_7967_dxdy_416.txt,4
solarpanels_native_3__x0_6672_y0_11977_dxdy_416.txt,4
solarpanels_native_3__x0_6759_y0_13340_dxdy_416.txt,5
solarpanels_native_3__x0_7424_y0_9733_dxdy_416.txt,13
solarpanels_native_2__x0_601_y0_10615_dxdy_416.txt,62
solarpanels_native_2__x0_7092_y0_10244_dxdy_416.txt,2
solarpanels_native_3__x0_12687_y0_10823_dxdy_416.txt,5
solarpanels_native_3__x0_8275_y0_9180_dxdy_416.txt,4
solarpanels_native_1__x0_4727_y0_11369_dxdy_416.txt,7
solarpanels_native_1__x0_589_y0_7296_dxdy_416.txt,8
solarpanels_native_2__x0_8455_y0_3819_dxdy_416.txt,16
solarpanels_native_1__x0_1047_y0_8876_dxdy_416.txt,11
solarpanels_native_1__x0_2362_y0_8220_dxdy_416.txt,9
solarpanels_native_1__x0_4442_y0_11601_dxdy_416.txt,12
solarpanels_native_3__x0_4656_y0_12255_dxdy_416.txt,7
solarpanels_native_1__x0_8109_y0_8880_dxdy_416.txt,8
solarpanels_native_1__x0_689_y0_8361_dxdy_416.txt,4
solarpanels_native_1__x0_3804_y0_11584_dxdy_416.txt,15
solarpanels_native_2__x0_9772_y0_2559_dxdy_416.txt,3
solarpanels_native_1__x0_705_y0_7531_dxdy_416.txt,11
solarpanels_native_1__x0_8174_y0_10932_dxdy_416.txt,4
solarpanels_native_2__x0_3439_y0_11289_dxdy_416.txt,2
solarpanels_native_1__x0_7045_y0_9718_dxdy_416.txt,16
solarpanels_native_3__x0_9721_y0_14312_dxdy_416.txt,4
solarpanels_native_3__x0_5752_y0_1032_dxdy_416.txt,4
solarpanels_native_1__x0_8050_y0_8562_dxdy_416.txt,22
solarpanels_native_2__x0_461_y0_11037_dxdy_416.txt,32
solarpanels_native_3__x0_1216_y0_7805_dxdy_416.txt,13
solarpanels_native_1__x0_6595_y0_9251_dxdy_416.txt,5
solarpanels_native_2__x0_284_y0_11011_dxdy_416.txt,28
solarpanels_native_3__x0_6712_y0_12875_dxdy_416.txt,4
solarpanels_native_3__x0_4161_y0_15103_dxdy_416.txt,5
solarpanels_native_1__x0_8327_y0_7745_dxdy_416.txt,9
solarpanels_native_3__x0_1394_y0_13586_dxdy_416.txt,3
solarpanels_native_1__x0_402_y0_7433_dxdy_416.txt,9
solarpanels_native_1__x0_1214_y0_3647_dxdy_416.txt,4
solarpanels_native_3__x0_1080_y0_7916_dxdy_416.txt,11
solarpanels_native_2__x0_0_y0_11528_dxdy_416.txt,34
solarpanels_native_3__x0_11833_y0_9152_dxdy_416.txt,51
solarpanels_native_2__x0_404_y0_14230_dxdy_416.txt,1
solarpanels_native_2__x0_14581_y0_8823_dxdy_416.txt,4
solarpanels_native_3__x0_8104_y0_14206_dxdy_416.txt,6
solarpanels_native_1__x0_8203_y0_12145_dxdy_416.txt,20
solarpanels_native_2__x0_15536_y0_14453_dxdy_416.txt,3
solarpanels_native_3__x0_7615_y0_12134_dxdy_416.txt,5
solarpanels_native_3__x0_6514_y0_11660_dxdy_416.txt,5
solarpanels_native_3__x0_6720_y0_12296_dxdy_416.txt,4
solarpanels_native_3__x0_9941_y0_10889_dxdy_416.txt,3
solarpanels_native_1__x0_3832_y0_11682_dxdy_416.txt,21
solarpanels_native_1__x0_7489_y0_11266_dxdy_416.txt,2
solarpanels_native_3__x0_8626_y0_10474_dxdy_416.txt,4
solarpanels_native_3__x0_6557_y0_11010_dxdy_416.txt,15
solarpanels_native_3__x0_8676_y0_12301_dxdy_416.txt,5
solarpanels_native_1__x0_977_y0_7697_dxdy_416.txt,14
solarpanels_native_1__x0_8507_y0_10276_dxdy_416.txt,6
solarpanels_native_1__x0_5880_y0_13362_dxdy_416.txt,9
solarpanels_native_1__x0_0_y0_7230_dxdy_416.txt,15
solarpanels_native_2__x0_5703_y0_5273_dxdy_416.txt,12
solarpanels_native_2__x0_894_y0_10378_dxdy_416.txt,46
solarpanels_native_3__x0_4340_y0_15203_dxdy_416.txt,8
solarpanels_native_2__x0_2991_y0_5290_dxdy_416.txt,29
solarpanels_native_1__x0_1179_y0_8072_dxdy_416.txt,8
solarpanels_native_1__x0_1822_y0_7039_dxdy_416.txt,10
solarpanels_native_1__x0_9502_y0_10952_dxdy_416.txt,20
solarpanels_native_1__x0_8091_y0_12162_dxdy_416.txt,19
solarpanels_native_2__x0_2416_y0_4514_dxdy_416.txt,15
solarpanels_native_1__x0_2121_y0_6195_dxdy_416.txt,10
solarpanels_native_1__x0_6717_y0_10647_dxdy_416.txt,1
solarpanels_native_3__x0_10879_y0_9237_dxdy_416.txt,11
solarpanels_native_3__x0_3622_y0_15968_dxdy_416.txt,4
solarpanels_native_3__x0_5980_y0_10975_dxdy_416.txt,10
solarpanels_native_3__x0_8174_y0_12102_dxdy_416.txt,10
solarpanels_native_3__x0_10421_y0_9866_dxdy_416.txt,32
solarpanels_native_1__x0_2140_y0_6241_dxdy_416.txt,10
solarpanels_native_1__x0_9804_y0_11203_dxdy_416.txt,9
solarpanels_native_1__x0_1186_y0_7798_dxdy_416.txt,10
solarpanels_native_2__x0_6343_y0_2630_dxdy_416.txt,7
solarpanels_native_3__x0_13581_y0_9925_dxdy_416.txt,3
solarpanels_native_3__x0_4842_y0_12852_dxdy_416.txt,10
solarpanels_native_2__x0_31_y0_11645_dxdy_416.txt,30
solarpanels_native_3__x0_11167_y0_7069_dxdy_416.txt,1
solarpanels_native_1__x0_8168_y0_12276_dxdy_416.txt,19
solarpanels_native_2__x0_149_y0_14210_dxdy_416.txt,6
